,Symptom,Disease
2148,"anxiety and nervousness ,hostile behavior ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2149,"anxiety and nervousness ,depression ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2150,"insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2151,"anxiety and nervousness ,insomnia ,hostile behavior ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2152,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2153,"insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2154,"anxiety and nervousness ,depression ,hostile behavior ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2155,"hostile behavior ,restlessness ,delusions or hallucinations ",adjustment reaction
2156,"anxiety and nervousness ,depression ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2157,"depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2158,"depression ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2159,"depression ,insomnia ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2160,"anxiety and nervousness ,depression ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2161,"anxiety and nervousness ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2162,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2163,"anxiety and nervousness ,depression ,hostile behavior ",adjustment reaction
2164,"depression ,insomnia ,fears and phobias ,nightmares ",adjustment reaction
2165,"anxiety and nervousness ,depression ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2166,"depression ,insomnia ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2167,"depression ,insomnia ,hostile behavior ,delusions or hallucinations ,nightmares ",adjustment reaction
2168,"depression ,insomnia ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2169,"anxiety and nervousness ,depression ,insomnia ,restlessness ,fears and phobias ",adjustment reaction
2170,"depression ,insomnia ,restlessness ,excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2171,"depression ,excessive anger ,delusions or hallucinations ",adjustment reaction
2172,"anxiety and nervousness ,depression ,insomnia ,fears and phobias ,nightmares ",adjustment reaction
2173,"anxiety and nervousness ,insomnia ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2174,"anxiety and nervousness ,depression ,insomnia ",adjustment reaction
2175,"depression ,insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2176,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2177,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2178,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,delusions or hallucinations ,nightmares ",adjustment reaction
2179,"insomnia ,excessive anger ,nightmares ",adjustment reaction
2180,"anxiety and nervousness ,hostile behavior ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2181,"anxiety and nervousness ,excessive anger ,nightmares ",adjustment reaction
2182,"insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2183,"insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2184,"anxiety and nervousness ,insomnia ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2185,"restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2186,"anxiety and nervousness ,depression ,insomnia ,nightmares ",adjustment reaction
2187,"depression ,hostile behavior ,restlessness ,excessive anger ,fears and phobias ",adjustment reaction
2188,"insomnia ,delusions or hallucinations ,nightmares ",adjustment reaction
2189,"depression ,excessive anger ,nightmares ",adjustment reaction
2190,"anxiety and nervousness ,depression ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2191,"anxiety and nervousness ,depression ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2192,"anxiety and nervousness ,depression ,restlessness ,nightmares ",adjustment reaction
2193,"insomnia ,hostile behavior ,excessive anger ,fears and phobias ",adjustment reaction
2194,"insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ",adjustment reaction
2195,"anxiety and nervousness ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2196,"insomnia ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2197,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ",adjustment reaction
2198,"depression ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2199,"depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2200,"depression ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2201,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,fears and phobias ",adjustment reaction
2202,"anxiety and nervousness ,depression ,fears and phobias ",adjustment reaction
2203,"depression ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2204,"anxiety and nervousness ,depression ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2205,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2206,"anxiety and nervousness ,insomnia ,hostile behavior ,delusions or hallucinations ",adjustment reaction
2207,"anxiety and nervousness ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ",adjustment reaction
2208,"depression ,restlessness ,delusions or hallucinations ",adjustment reaction
2209,"depression ,insomnia ,hostile behavior ,excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2210,"anxiety and nervousness ,depression ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2211,"anxiety and nervousness ,depression ,insomnia ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2212,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2213,"insomnia ,hostile behavior ,restlessness ,excessive anger ,nightmares ",adjustment reaction
2214,"anxiety and nervousness ,insomnia ,hostile behavior ,nightmares ",adjustment reaction
2215,"hostile behavior ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2216,"anxiety and nervousness ,insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ",adjustment reaction
2217,"anxiety and nervousness ,insomnia ,hostile behavior ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2218,"anxiety and nervousness ,depression ,fears and phobias ,nightmares ",adjustment reaction
2219,"anxiety and nervousness ,depression ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2220,"insomnia ,restlessness ,excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2221,"insomnia ,hostile behavior ,restlessness ,excessive anger ,fears and phobias ",adjustment reaction
2222,"anxiety and nervousness ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2223,"anxiety and nervousness ,restlessness ,excessive anger ,nightmares ",adjustment reaction
2224,"depression ,insomnia ,hostile behavior ,delusions or hallucinations ",adjustment reaction
2225,"anxiety and nervousness ,insomnia ,hostile behavior ,restlessness ,excessive anger ,fears and phobias ",adjustment reaction
2226,"hostile behavior ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2227,"anxiety and nervousness ,insomnia ,excessive anger ,delusions or hallucinations ",adjustment reaction
2228,"anxiety and nervousness ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2229,"anxiety and nervousness ,hostile behavior ",adjustment reaction
2230,"depression ,restlessness ,delusions or hallucinations ",adjustment reaction
2231,"anxiety and nervousness ,insomnia ,excessive anger ,delusions or hallucinations ",adjustment reaction
2232,"anxiety and nervousness ,depression ,insomnia ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2233,"anxiety and nervousness ,depression ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2234,"anxiety and nervousness ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2235,"depression ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2236,"depression ,restlessness ,excessive anger ",adjustment reaction
2237,"depression ,insomnia ,hostile behavior ,excessive anger ",adjustment reaction
2238,"anxiety and nervousness ,insomnia ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2239,"anxiety and nervousness ,depression ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2240,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2241,"insomnia ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2242,"anxiety and nervousness ,depression ,insomnia ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2243,"depression ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2244,"depression ,insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2245,"insomnia ,restlessness ,excessive anger ,nightmares ",adjustment reaction
2246,"anxiety and nervousness ,depression ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2247,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,nightmares ",adjustment reaction
2248,"anxiety and nervousness ,insomnia ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2249,"anxiety and nervousness ,hostile behavior ,delusions or hallucinations ,nightmares ",adjustment reaction
2250,"anxiety and nervousness ,hostile behavior ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2251,"excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2252,"anxiety and nervousness ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2253,"anxiety and nervousness ,depression ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2254,"depression ,insomnia ,hostile behavior ",adjustment reaction
2255,"anxiety and nervousness ,depression ,insomnia ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2256,"anxiety and nervousness ,depression ,insomnia ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
