,Symptom,Disease
21027,"leg pain ,foot or toe pain ",peripheral nerve disorder
21028,"leg pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,leg weakness ",peripheral nerve disorder
21029,"abnormal involuntary movements ,foot or toe pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
21030,"leg pain ,arm pain ,back pain ,problems with movement ,loss of sensation ,leg weakness ",peripheral nerve disorder
21031,"leg pain ,arm pain ,foot or toe pain ,problems with movement ,paresthesia ",peripheral nerve disorder
21032,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
21033,"dizziness ,leg pain ,arm pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
21034,"dizziness ,abnormal involuntary movements ,arm pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21035,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
21036,"dizziness ,back pain ,foot or toe pain ,disturbance of memory ",peripheral nerve disorder
21037,"abnormal involuntary movements ,back pain ,foot or toe pain ,problems with movement ,paresthesia ",peripheral nerve disorder
21038,"abnormal involuntary movements ,leg pain ,back pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21039,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ",peripheral nerve disorder
21040,"foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21041,"leg pain ,arm pain ,back pain ,foot or toe pain ,leg weakness ",peripheral nerve disorder
21042,"leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ,leg weakness ",peripheral nerve disorder
21043,"dizziness ,abnormal involuntary movements ,foot or toe pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
21044,"dizziness ,abnormal involuntary movements ,arm pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ",peripheral nerve disorder
21045,"abnormal involuntary movements ,back pain ,foot or toe pain ,disturbance of memory ,leg weakness ",peripheral nerve disorder
21046,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21047,"abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
21048,"back pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21049,"abnormal involuntary movements ,leg pain ,arm pain ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
21050,"dizziness ,back pain ,problems with movement ,disturbance of memory ,leg weakness ",peripheral nerve disorder
21051,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
21052,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
21053,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
21054,"arm pain ,back pain ,foot or toe pain ,leg weakness ",peripheral nerve disorder
21055,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,problems with movement ,disturbance of memory ",peripheral nerve disorder
21056,"dizziness ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
21057,"dizziness ,abnormal involuntary movements ,arm pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
21058,"foot or toe pain ,paresthesia ,arm weakness ",peripheral nerve disorder
21059,"leg pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
21060,"arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
21061,"dizziness ,back pain ,problems with movement ,disturbance of memory ,paresthesia ",peripheral nerve disorder
21062,"leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
21063,"dizziness ,back pain ,foot or toe pain ,problems with movement ,arm weakness ",peripheral nerve disorder
21064,"abnormal involuntary movements ,leg pain ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21065,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
21066,"leg pain ,back pain ,foot or toe pain ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21067,"dizziness ,leg pain ,arm pain ,back pain ,paresthesia ",peripheral nerve disorder
21068,"leg pain ,arm pain ,back pain ,loss of sensation ,paresthesia ",peripheral nerve disorder
21069,"dizziness ,leg pain ,back pain ,foot or toe pain ,paresthesia ,leg weakness ",peripheral nerve disorder
21070,"dizziness ,abnormal involuntary movements ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ",peripheral nerve disorder
21071,"leg pain ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
21072,"leg pain ,arm pain ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
21073,"abnormal involuntary movements ,leg pain ,foot or toe pain ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
21074,"dizziness ,arm pain ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
21075,"leg pain ,arm pain ,foot or toe pain ,paresthesia ",peripheral nerve disorder
21076,"back pain ,foot or toe pain ,paresthesia ,leg weakness ",peripheral nerve disorder
21077,"dizziness ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
21078,"dizziness ,abnormal involuntary movements ,back pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
21079,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
21080,"abnormal involuntary movements ,leg pain ,foot or toe pain ,disturbance of memory ",peripheral nerve disorder
21081,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
21082,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21083,"arm pain ,back pain ,foot or toe pain ,disturbance of memory ,arm weakness ",peripheral nerve disorder
21084,"dizziness ,abnormal involuntary movements ,arm pain ,foot or toe pain ,problems with movement ,disturbance of memory ",peripheral nerve disorder
21085,"abnormal involuntary movements ,arm pain ,back pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
21086,"leg pain ,arm pain ,back pain ,foot or toe pain ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21087,"dizziness ,arm pain ,problems with movement ,leg weakness ",peripheral nerve disorder
21088,"dizziness ,arm pain ,back pain ,paresthesia ,leg weakness ",peripheral nerve disorder
21089,"dizziness ,leg pain ,foot or toe pain ,problems with movement ,loss of sensation ,arm weakness ",peripheral nerve disorder
21090,"abnormal involuntary movements ,foot or toe pain ,problems with movement ,paresthesia ,leg weakness ",peripheral nerve disorder
21091,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ",peripheral nerve disorder
21092,"abnormal involuntary movements ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
21093,"dizziness ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
21094,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ",peripheral nerve disorder
21095,"abnormal involuntary movements ,leg pain ,back pain ,disturbance of memory ,leg weakness ",peripheral nerve disorder
21096,"abnormal involuntary movements ,arm pain ,back pain ,problems with movement ,loss of sensation ",peripheral nerve disorder
21097,"leg pain ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21098,"leg pain ,arm pain ,back pain ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
21099,"dizziness ,abnormal involuntary movements ,back pain ,arm weakness ",peripheral nerve disorder
21100,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
21101,"abnormal involuntary movements ,leg pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
21102,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
21103,"arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
21104,"arm pain ,back pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21105,"leg pain ,arm pain ,back pain ,problems with movement ,paresthesia ,leg weakness ",peripheral nerve disorder
21106,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
21107,"dizziness ,leg pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
21108,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
21109,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21110,"dizziness ,foot or toe pain ,arm weakness ,leg weakness ",peripheral nerve disorder
21111,"dizziness ,abnormal involuntary movements ,arm pain ,foot or toe pain ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21112,"abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ",peripheral nerve disorder
21113,"abnormal involuntary movements ,leg pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
21114,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,disturbance of memory ",peripheral nerve disorder
21115,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
21116,"dizziness ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21117,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
21118,"arm pain ,back pain ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21119,"dizziness ,leg pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,leg weakness ",peripheral nerve disorder
21120,"dizziness ,arm pain ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ",peripheral nerve disorder
21121,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21122,"abnormal involuntary movements ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
21123,"abnormal involuntary movements ,leg pain ,arm pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
21124,"abnormal involuntary movements ,back pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
21125,"leg pain ,back pain ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
21126,"dizziness ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
21127,"abnormal involuntary movements ,arm pain ,problems with movement ,disturbance of memory ",peripheral nerve disorder
